
------------------------------------

Generating Certain Rules using LERS

------------------------------------

Loop 1:
--------------------------

Marked Values:

Certain Rules:
None

Possible Rules:
[maintvhigh] -> doors4 [Support: 108, Confidence: 25%]
[safetylow] -> doors4 [Support: 144, Confidence: 25%]
[classValueunacc] -> doors4 [Support: 292, Confidence: 24%]
[classValueacc] -> doors4 [Support: 102, Confidence: 26%]
[buyingvhigh] -> doors4 [Support: 108, Confidence: 25%]
[personsmore] -> doors4 [Support: 144, Confidence: 25%]
[classValuevgood] -> doors4 [Support: 20, Confidence: 30%]
[buyinghigh] -> doors4 [Support: 108, Confidence: 25%]
[lug_bootsmall] -> doors4 [Support: 144, Confidence: 25%]
[buyinglow] -> doors4 [Support: 108, Confidence: 25%]
[lug_bootbig] -> doors4 [Support: 144, Confidence: 25%]
[mainthigh] -> doors4 [Support: 108, Confidence: 25%]
[maintlow] -> doors4 [Support: 108, Confidence: 25%]
[buyingmed] -> doors4 [Support: 108, Confidence: 25%]
[safetyhigh] -> doors4 [Support: 144, Confidence: 25%]
[persons2] -> doors4 [Support: 144, Confidence: 25%]
[safetymed] -> doors4 [Support: 144, Confidence: 25%]
[classValuegood] -> doors4 [Support: 18, Confidence: 26%]
[lug_bootmed] -> doors4 [Support: 144, Confidence: 25%]
[maintmed] -> doors4 [Support: 108, Confidence: 25%]
[persons4] -> doors4 [Support: 144, Confidence: 25%]

Loop 2:
--------------------------

Marked Values:

Certain Rules:
None

Possible Rules:
[safetylow, maintmed] -> doors4 [Support: 36, Confidence: 25%]
[mainthigh, persons2] -> doors4 [Support: 36, Confidence: 25%]
[safetyhigh, buyingvhigh] -> doors4 [Support: 36, Confidence: 25%]
[maintvhigh, safetyhigh] -> doors4 [Support: 36, Confidence: 25%]
[buyinglow, classValuegood] -> doors4 [Support: 12, Confidence: 26%]
[buyinglow, safetylow] -> doors4 [Support: 36, Confidence: 25%]
[buyingmed, safetymed] -> doors4 [Support: 36, Confidence: 25%]
[safetyhigh, lug_bootsmall] -> doors4 [Support: 48, Confidence: 25%]
[lug_bootmed, maintmed] -> doors4 [Support: 36, Confidence: 25%]
[lug_bootmed, persons2] -> doors4 [Support: 48, Confidence: 25%]
[mainthigh, personsmore] -> doors4 [Support: 36, Confidence: 25%]
[lug_bootmed, classValuevgood] -> doors4 [Support: 10, Confidence: 40%]
[lug_bootmed, persons4] -> doors4 [Support: 48, Confidence: 25%]
[maintmed, classValuevgood] -> doors4 [Support: 8, Confidence: 30%]
[safetymed, classValuegood] -> doors4 [Support: 12, Confidence: 30%]
[maintmed, lug_bootbig] -> doors4 [Support: 36, Confidence: 25%]
[classValuegood, lug_bootmed] -> doors4 [Support: 6, Confidence: 25%]
[classValueacc, personsmore] -> doors4 [Support: 51, Confidence: 27%]
[classValueunacc, buyingmed] -> doors4 [Support: 64, Confidence: 23%]
[buyinglow, lug_bootsmall] -> doors4 [Support: 36, Confidence: 25%]
[maintvhigh, persons4] -> doors4 [Support: 36, Confidence: 25%]
[maintvhigh, lug_bootbig] -> doors4 [Support: 36, Confidence: 25%]
[maintvhigh, persons2] -> doors4 [Support: 36, Confidence: 25%]
[personsmore, buyinghigh] -> doors4 [Support: 36, Confidence: 25%]
[classValueunacc, buyinghigh] -> doors4 [Support: 78, Confidence: 24%]
[buyingmed, persons4] -> doors4 [Support: 36, Confidence: 25%]
[buyingmed, persons2] -> doors4 [Support: 36, Confidence: 25%]
[lug_bootsmall, maintmed] -> doors4 [Support: 36, Confidence: 25%]
[lug_bootsmall, persons4] -> doors4 [Support: 48, Confidence: 25%]
[safetylow, classValueunacc] -> doors4 [Support: 144, Confidence: 25%]
[maintlow, buyingmed] -> doors4 [Support: 27, Confidence: 25%]
[lug_bootsmall, persons2] -> doors4 [Support: 48, Confidence: 25%]
[buyinglow, persons4] -> doors4 [Support: 36, Confidence: 25%]
[buyinglow, persons2] -> doors4 [Support: 36, Confidence: 25%]
[maintvhigh, buyinglow] -> doors4 [Support: 27, Confidence: 25%]
[maintlow, buyinghigh] -> doors4 [Support: 27, Confidence: 25%]
[buyinglow, mainthigh] -> doors4 [Support: 27, Confidence: 25%]
[lug_bootmed, buyinghigh] -> doors4 [Support: 36, Confidence: 25%]
[mainthigh, buyinghigh] -> doors4 [Support: 27, Confidence: 25%]
[classValueunacc, buyingvhigh] -> doors4 [Support: 88, Confidence: 24%]
[safetymed, maintmed] -> doors4 [Support: 36, Confidence: 25%]
[safetylow, maintlow] -> doors4 [Support: 36, Confidence: 25%]
[mainthigh, lug_bootsmall] -> doors4 [Support: 36, Confidence: 25%]
[mainthigh, classValuevgood] -> doors4 [Support: 4, Confidence: 30%]
[maintlow, lug_bootmed] -> doors4 [Support: 36, Confidence: 25%]
[maintlow, lug_bootsmall] -> doors4 [Support: 36, Confidence: 25%]
[maintvhigh, buyingvhigh] -> doors4 [Support: 27, Confidence: 25%]
[maintmed, buyingvhigh] -> doors4 [Support: 27, Confidence: 25%]
[safetyhigh, maintlow] -> doors4 [Support: 36, Confidence: 25%]
[safetymed, buyinghigh] -> doors4 [Support: 36, Confidence: 25%]
[maintmed, persons2] -> doors4 [Support: 36, Confidence: 25%]
[personsmore, buyingvhigh] -> doors4 [Support: 36, Confidence: 25%]
[maintvhigh, safetymed] -> doors4 [Support: 36, Confidence: 25%]
[safetymed, lug_bootbig] -> doors4 [Support: 48, Confidence: 25%]
[maintmed, persons4] -> doors4 [Support: 36, Confidence: 25%]
[buyinglow, classValueunacc] -> doors4 [Support: 62, Confidence: 24%]
[mainthigh, buyingmed] -> doors4 [Support: 27, Confidence: 25%]
[buyingmed, personsmore] -> doors4 [Support: 36, Confidence: 25%]
[classValueacc, lug_bootbig] -> doors4 [Support: 36, Confidence: 25%]
[maintlow, classValueacc] -> doors4 [Support: 24, Confidence: 26%]
[safetyhigh, classValuegood] -> doors4 [Support: 6, Confidence: 20%]
[mainthigh, lug_bootbig] -> doors4 [Support: 36, Confidence: 25%]
[lug_bootsmall, personsmore] -> doors4 [Support: 48, Confidence: 25%]
[classValuegood, persons4] -> doors4 [Support: 9, Confidence: 25%]
[classValueacc, buyingvhigh] -> doors4 [Support: 20, Confidence: 27%]
[mainthigh, classValueunacc] -> doors4 [Support: 76, Confidence: 24%]
[lug_bootmed, personsmore] -> doors4 [Support: 48, Confidence: 25%]
[classValueacc, persons4] -> doors4 [Support: 51, Confidence: 25%]
[maintlow, personsmore] -> doors4 [Support: 36, Confidence: 25%]
[classValueacc, maintmed] -> doors4 [Support: 30, Confidence: 26%]
[buyingmed, lug_bootmed] -> doors4 [Support: 36, Confidence: 25%]
[mainthigh, safetylow] -> doors4 [Support: 36, Confidence: 25%]
[buyinglow, lug_bootbig] -> doors4 [Support: 36, Confidence: 25%]
[safetyhigh, buyingmed] -> doors4 [Support: 36, Confidence: 25%]
[classValueunacc, maintmed] -> doors4 [Support: 64, Confidence: 23%]
[safetylow, buyingvhigh] -> doors4 [Support: 36, Confidence: 25%]
[classValueacc, lug_bootsmall] -> doors4 [Support: 30, Confidence: 28%]
[classValueunacc, lug_bootbig] -> doors4 [Support: 92, Confidence: 25%]
[safetymed, persons2] -> doors4 [Support: 48, Confidence: 25%]
[buyinglow, classValuevgood] -> doors4 [Support: 12, Confidence: 30%]
[safetyhigh, persons2] -> doors4 [Support: 48, Confidence: 25%]
[safetymed, persons4] -> doors4 [Support: 48, Confidence: 25%]
[safetyhigh, persons4] -> doors4 [Support: 48, Confidence: 25%]
[maintlow, classValueunacc] -> doors4 [Support: 64, Confidence: 23%]
[lug_bootsmall, buyingvhigh] -> doors4 [Support: 36, Confidence: 25%]
[safetylow, buyingmed] -> doors4 [Support: 36, Confidence: 25%]
[safetylow, personsmore] -> doors4 [Support: 48, Confidence: 25%]
[personsmore, classValuevgood] -> doors4 [Support: 10, Confidence: 28%]
[buyingmed, lug_bootsmall] -> doors4 [Support: 36, Confidence: 25%]
[buyinglow, safetymed] -> doors4 [Support: 36, Confidence: 25%]
[classValueunacc, safetymed] -> doors4 [Support: 82, Confidence: 22%]
[classValueacc, safetymed] -> doors4 [Support: 50, Confidence: 27%]
[lug_bootbig, persons2] -> doors4 [Support: 48, Confidence: 25%]
[mainthigh, lug_bootmed] -> doors4 [Support: 36, Confidence: 25%]
[maintlow, classValuevgood] -> doors4 [Support: 8, Confidence: 30%]
[lug_bootsmall, classValuegood] -> doors4 [Support: 6, Confidence: 28%]
[safetylow, buyinghigh] -> doors4 [Support: 36, Confidence: 25%]
[buyinglow, safetyhigh] -> doors4 [Support: 36, Confidence: 25%]
[maintlow, persons2] -> doors4 [Support: 36, Confidence: 25%]
[maintlow, lug_bootbig] -> doors4 [Support: 36, Confidence: 25%]
[safetyhigh, classValueacc] -> doors4 [Support: 52, Confidence: 25%]
[maintlow, persons4] -> doors4 [Support: 36, Confidence: 25%]
[maintvhigh, safetylow] -> doors4 [Support: 36, Confidence: 25%]
[maintvhigh, lug_bootsmall] -> doors4 [Support: 36, Confidence: 25%]
[persons2, buyinghigh] -> doors4 [Support: 36, Confidence: 25%]
[buyingmed, classValuegood] -> doors4 [Support: 6, Confidence: 26%]
[mainthigh, buyingvhigh] -> doors4 [Support: 27, Confidence: 25%]
[personsmore, maintmed] -> doors4 [Support: 36, Confidence: 25%]
[safetymed, lug_bootmed] -> doors4 [Support: 48, Confidence: 25%]
[maintlow, safetymed] -> doors4 [Support: 36, Confidence: 25%]
[lug_bootsmall, buyinghigh] -> doors4 [Support: 36, Confidence: 25%]
[maintvhigh, buyinghigh] -> doors4 [Support: 27, Confidence: 25%]
[personsmore, lug_bootbig] -> doors4 [Support: 48, Confidence: 25%]
[classValueunacc, persons4] -> doors4 [Support: 74, Confidence: 23%]
[classValueunacc, persons2] -> doors4 [Support: 144, Confidence: 25%]
[buyinglow, maintmed] -> doors4 [Support: 27, Confidence: 25%]
[safetyhigh, personsmore] -> doors4 [Support: 48, Confidence: 25%]
[classValueacc, lug_bootmed] -> doors4 [Support: 36, Confidence: 26%]

Loop 3:
--------------------------

Marked Values:

Certain Rules:
None

Possible Rules:
[lug_bootmed, buyingvhigh, classValuevgood] -> doors4 [Support: 0, Confidence: 0%]
[persons4, maintmed, lug_bootbig] -> doors4 [Support: 12, Confidence: 25%]
[maintlow, persons2, buyinghigh] -> doors4 [Support: 9, Confidence: 25%]
[maintvhigh, buyinglow, classValueacc] -> doors4 [Support: 10, Confidence: 27%]
[buyinglow, safetymed, persons2] -> doors4 [Support: 12, Confidence: 25%]
[buyinglow, safetymed, persons4] -> doors4 [Support: 12, Confidence: 25%]
[safetyhigh, maintlow, persons4] -> doors4 [Support: 12, Confidence: 25%]
[safetyhigh, persons4, lug_bootbig] -> doors4 [Support: 16, Confidence: 25%]
[classValueunacc, buyingmed, maintmed] -> doors4 [Support: 15, Confidence: 24%]
[buyingmed, lug_bootsmall, personsmore] -> doors4 [Support: 12, Confidence: 25%]
[safetyhigh, maintlow, persons2] -> doors4 [Support: 12, Confidence: 25%]
[safetylow, lug_bootbig, persons2] -> doors4 [Support: 16, Confidence: 25%]
[maintvhigh, safetylow, lug_bootsmall] -> doors4 [Support: 12, Confidence: 25%]
[maintlow, classValueunacc, buyingvhigh] -> doors4 [Support: 17, Confidence: 23%]
[safetyhigh, buyingvhigh, classValuevgood] -> doors4 [Support: 0, Confidence: 0%]
[classValueunacc, buyingmed, lug_bootsmall] -> doors4 [Support: 24, Confidence: 23%]
[buyinglow, safetylow, lug_bootsmall] -> doors4 [Support: 12, Confidence: 25%]
[maintvhigh, classValueunacc, buyingmed] -> doors4 [Support: 17, Confidence: 23%]
[safetyhigh, classValueunacc, lug_bootmed] -> doors4 [Support: 22, Confidence: 25%]
[safetyhigh, classValueunacc, personsmore] -> doors4 [Support: 9, Confidence: 18%]
[mainthigh, buyingmed, personsmore] -> doors4 [Support: 9, Confidence: 25%]
[mainthigh, classValueunacc, persons2] -> doors4 [Support: 36, Confidence: 25%]
[safetylow, classValueunacc, personsmore] -> doors4 [Support: 48, Confidence: 25%]
[mainthigh, lug_bootmed, buyinghigh] -> doors4 [Support: 9, Confidence: 25%]
[mainthigh, classValueunacc, persons4] -> doors4 [Support: 20, Confidence: 23%]
[mainthigh, safetylow, persons4] -> doors4 [Support: 12, Confidence: 25%]
[mainthigh, lug_bootsmall, personsmore] -> doors4 [Support: 12, Confidence: 25%]
[maintlow, personsmore, buyingvhigh] -> doors4 [Support: 9, Confidence: 25%]
[buyingmed, classValuegood, maintmed] -> doors4 [Support: 0, Confidence: 0%]
[classValueacc, lug_bootbig, buyinghigh] -> doors4 [Support: 12, Confidence: 25%]
[classValueunacc, lug_bootsmall, buyingvhigh] -> doors4 [Support: 32, Confidence: 24%]
[maintvhigh, buyingmed, classValuevgood] -> doors4 [Support: 0, Confidence: 0%]
[mainthigh, safetylow, persons2] -> doors4 [Support: 12, Confidence: 25%]
[safetymed, persons4, lug_bootbig] -> doors4 [Support: 16, Confidence: 25%]
[maintlow, safetymed, buyingvhigh] -> doors4 [Support: 9, Confidence: 25%]
[lug_bootsmall, safetymed, persons4] -> doors4 [Support: 16, Confidence: 25%]
[safetylow, classValueunacc, lug_bootmed] -> doors4 [Support: 48, Confidence: 25%]
[lug_bootsmall, safetymed, persons2] -> doors4 [Support: 16, Confidence: 25%]
[classValueacc, lug_bootmed, persons4] -> doors4 [Support: 18, Confidence: 27%]
[safetylow, persons4, lug_bootbig] -> doors4 [Support: 16, Confidence: 25%]
[classValueacc, maintmed, persons4] -> doors4 [Support: 15, Confidence: 25%]
[buyingmed, lug_bootmed, maintmed] -> doors4 [Support: 9, Confidence: 25%]
[classValueacc, safetymed, personsmore] -> doors4 [Support: 25, Confidence: 27%]
[classValueacc, lug_bootsmall, safetymed] -> doors4 [Support: 10, Confidence: 28%]
[buyinglow, maintlow, safetymed] -> doors4 [Support: 9, Confidence: 25%]
[safetyhigh, buyingmed, maintmed] -> doors4 [Support: 9, Confidence: 25%]
[safetylow, maintmed, persons4] -> doors4 [Support: 12, Confidence: 25%]
[buyinglow, mainthigh, lug_bootsmall] -> doors4 [Support: 9, Confidence: 25%]
[mainthigh, safetylow, classValueunacc] -> doors4 [Support: 36, Confidence: 25%]
[safetylow, maintmed, persons2] -> doors4 [Support: 12, Confidence: 25%]
[maintlow, classValueacc, safetymed] -> doors4 [Support: 12, Confidence: 26%]
[safetylow, maintlow, lug_bootsmall] -> doors4 [Support: 12, Confidence: 25%]
[maintlow, buyingvhigh, lug_bootbig] -> doors4 [Support: 9, Confidence: 25%]
[maintvhigh, classValueunacc, buyinghigh] -> doors4 [Support: 27, Confidence: 25%]
[classValueunacc, persons4, lug_bootbig] -> doors4 [Support: 22, Confidence: 25%]
[safetymed, personsmore, classValuevgood] -> doors4 [Support: 0, Confidence: 0%]
[mainthigh, buyingmed, lug_bootmed] -> doors4 [Support: 9, Confidence: 25%]
[maintvhigh, personsmore, buyinghigh] -> doors4 [Support: 9, Confidence: 25%]
[classValueacc, buyingmed, lug_bootbig] -> doors4 [Support: 10, Confidence: 25%]
[classValueunacc, lug_bootbig, persons2] -> doors4 [Support: 48, Confidence: 25%]
[maintvhigh, buyingmed, personsmore] -> doors4 [Support: 9, Confidence: 25%]
[buyinglow, personsmore, maintmed] -> doors4 [Support: 9, Confidence: 25%]
[classValueunacc, lug_bootmed, personsmore] -> doors4 [Support: 22, Confidence: 22%]
[maintvhigh, safetyhigh, lug_bootmed] -> doors4 [Support: 12, Confidence: 25%]
[buyinglow, lug_bootmed, classValuegood] -> doors4 [Support: 4, Confidence: 25%]
[buyinglow, maintlow, lug_bootbig] -> doors4 [Support: 9, Confidence: 25%]
[buyinglow, safetyhigh, personsmore] -> doors4 [Support: 12, Confidence: 25%]
[buyinglow, classValueunacc, maintmed] -> doors4 [Support: 15, Confidence: 24%]
[safetyhigh, lug_bootmed, classValuevgood] -> doors4 [Support: 10, Confidence: 40%]
[mainthigh, buyingmed, classValuevgood] -> doors4 [Support: 0, Confidence: 0%]
[mainthigh, buyingmed, safetymed] -> doors4 [Support: 9, Confidence: 25%]
[safetylow, maintlow, buyinghigh] -> doors4 [Support: 9, Confidence: 25%]
[buyinglow, classValueunacc, persons4] -> doors4 [Support: 13, Confidence: 24%]
[buyinglow, classValueunacc, persons2] -> doors4 [Support: 36, Confidence: 25%]
[maintvhigh, classValueunacc, lug_bootsmall] -> doors4 [Support: 32, Confidence: 24%]
[safetylow, maintlow, buyingmed] -> doors4 [Support: 9, Confidence: 25%]
[buyingmed, lug_bootmed, persons2] -> doors4 [Support: 12, Confidence: 25%]
[maintlow, classValuegood, lug_bootmed] -> doors4 [Support: 4, Confidence: 25%]
[buyingmed, lug_bootmed, persons4] -> doors4 [Support: 12, Confidence: 25%]
[classValuegood, lug_bootsmall, personsmore] -> doors4 [Support: 3, Confidence: 33%]
[maintvhigh, personsmore, buyingvhigh] -> doors4 [Support: 9, Confidence: 25%]
[safetylow, buyingmed, lug_bootbig] -> doors4 [Support: 12, Confidence: 25%]
[buyinglow, classValuegood, maintmed] -> doors4 [Support: 6, Confidence: 26%]
[safetylow, lug_bootsmall, buyingvhigh] -> doors4 [Support: 12, Confidence: 25%]
[maintlow, personsmore, buyinghigh] -> doors4 [Support: 9, Confidence: 25%]
[safetyhigh, lug_bootsmall, maintmed] -> doors4 [Support: 12, Confidence: 25%]
[maintvhigh, classValueacc, lug_bootbig] -> doors4 [Support: 8, Confidence: 25%]
[safetyhigh, maintlow, buyinghigh] -> doors4 [Support: 9, Confidence: 25%]
[safetymed, maintmed, persons2] -> doors4 [Support: 12, Confidence: 25%]
[safetyhigh, maintlow, classValueacc] -> doors4 [Support: 12, Confidence: 26%]
[classValueunacc, lug_bootsmall, buyinghigh] -> doors4 [Support: 30, Confidence: 24%]
[safetymed, lug_bootbig, persons2] -> doors4 [Support: 16, Confidence: 25%]
[buyinglow, classValuegood, lug_bootbig] -> doors4 [Support: 4, Confidence: 25%]
[safetymed, maintmed, persons4] -> doors4 [Support: 12, Confidence: 25%]
[safetyhigh, mainthigh, classValuevgood] -> doors4 [Support: 4, Confidence: 30%]
[mainthigh, safetylow, buyingmed] -> doors4 [Support: 9, Confidence: 25%]
[safetyhigh, maintlow, lug_bootsmall] -> doors4 [Support: 12, Confidence: 25%]
[safetyhigh, classValuegood, persons4] -> doors4 [Support: 3, Confidence: 16%]
[lug_bootmed, maintmed, persons4] -> doors4 [Support: 12, Confidence: 25%]
[lug_bootsmall, maintmed, buyinghigh] -> doors4 [Support: 9, Confidence: 25%]
[safetyhigh, classValuegood, persons2] -> doors4 [Support: 0, Confidence: 0%]
[mainthigh, safetymed, persons4] -> doors4 [Support: 12, Confidence: 25%]
[safetymed, lug_bootmed, personsmore] -> doors4 [Support: 16, Confidence: 25%]
[lug_bootmed, maintmed, persons2] -> doors4 [Support: 12, Confidence: 25%]
[classValueunacc, maintmed, persons4] -> doors4 [Support: 14, Confidence: 23%]
[buyinglow, safetyhigh, maintlow] -> doors4 [Support: 9, Confidence: 25%]
[personsmore, buyingvhigh, lug_bootbig] -> doors4 [Support: 12, Confidence: 25%]
[mainthigh, personsmore, buyinghigh] -> doors4 [Support: 9, Confidence: 25%]
[classValuegood, maintmed, lug_bootbig] -> doors4 [Support: 2, Confidence: 25%]
[classValueunacc, maintmed, persons2] -> doors4 [Support: 36, Confidence: 25%]
[buyingmed, safetymed, persons4] -> doors4 [Support: 12, Confidence: 25%]
[safetyhigh, classValueacc, persons2] -> doors4 [Support: 0, Confidence: 0%]
[buyingmed, safetymed, persons2] -> doors4 [Support: 12, Confidence: 25%]
[safetymed, persons4, buyingvhigh] -> doors4 [Support: 12, Confidence: 25%]
[mainthigh, safetymed, persons2] -> doors4 [Support: 12, Confidence: 25%]
[maintlow, lug_bootbig, classValuevgood] -> doors4 [Support: 4, Confidence: 25%]
[maintmed, persons4, buyinghigh] -> doors4 [Support: 9, Confidence: 25%]
[mainthigh, lug_bootmed, buyingvhigh] -> doors4 [Support: 9, Confidence: 25%]
[mainthigh, lug_bootmed, persons2] -> doors4 [Support: 12, Confidence: 25%]
[personsmore, maintmed, classValuevgood] -> doors4 [Support: 4, Confidence: 28%]
[maintvhigh, classValueacc, buyingvhigh] -> doors4 [Support: 0, Confidence: 0%]
[maintvhigh, buyingmed, safetymed] -> doors4 [Support: 9, Confidence: 25%]
[mainthigh, lug_bootmed, persons4] -> doors4 [Support: 12, Confidence: 25%]
[lug_bootmed, safetymed, classValuevgood] -> doors4 [Support: 0, Confidence: 0%]
[maintlow, classValueacc, lug_bootbig] -> doors4 [Support: 8, Confidence: 25%]
[persons4, maintmed, buyingvhigh] -> doors4 [Support: 9, Confidence: 25%]
[maintlow, persons4, buyinghigh] -> doors4 [Support: 9, Confidence: 25%]
[classValueunacc, lug_bootmed, safetymed] -> doors4 [Support: 22, Confidence: 19%]
[safetyhigh, buyingmed, lug_bootsmall] -> doors4 [Support: 12, Confidence: 25%]
[buyinglow, mainthigh, lug_bootbig] -> doors4 [Support: 9, Confidence: 25%]
[lug_bootsmall, personsmore, buyingvhigh] -> doors4 [Support: 12, Confidence: 25%]
[classValueunacc, buyingmed, persons2] -> doors4 [Support: 36, Confidence: 25%]
[buyinglow, lug_bootmed, maintmed] -> doors4 [Support: 9, Confidence: 25%]
[safetyhigh, classValueacc, lug_bootmed] -> doors4 [Support: 16, Confidence: 22%]
[classValueunacc, buyingmed, persons4] -> doors4 [Support: 14, Confidence: 23%]
[classValueacc, safetymed, lug_bootmed] -> doors4 [Support: 20, Confidence: 30%]
[maintvhigh, persons2, buyinghigh] -> doors4 [Support: 9, Confidence: 25%]
[maintlow, safetymed, buyinghigh] -> doors4 [Support: 9, Confidence: 25%]
[personsmore, maintmed, lug_bootbig] -> doors4 [Support: 12, Confidence: 25%]
[mainthigh, classValueacc, buyinghigh] -> doors4 [Support: 10, Confidence: 27%]
[safetylow, buyingvhigh, persons2] -> doors4 [Support: 12, Confidence: 25%]
[buyinglow, safetylow, maintmed] -> doors4 [Support: 9, Confidence: 25%]
[maintlow, buyingmed, classValuevgood] -> doors4 [Support: 4, Confidence: 30%]
[lug_bootmed, personsmore, classValuevgood] -> doors4 [Support: 5, Confidence: 33%]
[maintvhigh, safetyhigh, personsmore] -> doors4 [Support: 12, Confidence: 25%]
[maintvhigh, buyinglow, personsmore] -> doors4 [Support: 9, Confidence: 25%]
[buyinglow, persons4, classValuevgood] -> doors4 [Support: 6, Confidence: 33%]
[mainthigh, safetyhigh, buyinglow] -> doors4 [Support: 9, Confidence: 25%]
